"x","y"
"2.6381670000000002","2.6381670000000002"
"2.647751","2.7328779999999999"
"0.68577100000000002","0.94268799999999997"
"1.0856870000000001","1"
"1.261582","0.52316499999999999"
"0.91450100000000001","0.30483399999999999"
"1.2671220000000001","0.619371"
"1.3429169999999999","0.68583400000000005"
"1.277061","0.58226599999999995"
"1.6858340000000001","1.6570830000000001"
"1.760043","1.6199779999999999"
"2","0.88636800000000004"
"2","1.057124"
"2","0.94318400000000002"
"1.6379790000000001","1.3333330000000001"
"1.6570830000000001","1.3141659999999999"
"1.6098509999999999","1.446966"
"1.304646","1.2759590000000001"
"0.72366600000000003","1.3618330000000001"
